gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	distanceFromCentroidInMeters	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory	eventType
3138998170																										OBS875376814										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS875376814	OBS875376814		obsr743238													PRESENT																			2003-06-08T00:00:00				2003	6	8												SOUTH_AMERICA				EC	Galápagos			Isla Fernandina									-0.379712	-91.50169																																																	avibase-ACAA25BF	Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES		Galapagos Penguin		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	EC	2023-01-24T15:21:15.222Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-01-24T15:21:15.222Z	2022-03-02T17:41:33.833Z	false		ECU	Ecuador	ECU.9_1	Galápagos	ECU.9.1_1	Isabela	ECU.9.1.2_1	Tomas De Berlanga (Santo Tomas)	EN	
3113477811																										78626757										CC0_1_0			2021-05-20T20:51:26Z			https://www.inaturalist.org/observations/78626757					Don Johnston												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 31451m to protect threatened taxon			https://www.inaturalist.org/observations/78626757	78626757		Don Johnston													PRESENT																			2010-10-06T13:25:00	13:25:00-07:00			2010	10	6	2010/10/06 1:25 PM PDT															EC	Galápagos				Santa Cruz, Parque Nacional Galápagos, EC-GA, EC								-0.358546	-90.481115	31451.0																															174487781				Don Johnston		2021-05-13T21:20:38				3815								Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-04-19T13:21:59.706Z								COORDINATE_ROUNDED	StillImage	true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-04-19T13:21:59.706Z	2023-04-18T14:51:01.646Z	true										EN	
3090796279																										73525105										CC_BY_NC_4_0			2021-04-16T22:10:28Z			https://www.inaturalist.org/observations/73525105					Pasi Hyvönen												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 31449m to protect threatened taxon			https://www.inaturalist.org/observations/73525105	73525105		Pasi Hyvönen													PRESENT								somewhere in the Galapagos, location not accurate											2003-03-29T16:03:00	16:03:00Z			2003	3	29	2003/03/29 4:03 PM UTC															EC													-0.958287	-90.598338	31449.0																															164602090				Pasi Hyvönen		2021-04-10T19:16:39				3815								Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-04-19T13:22:02.528Z								COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES	StillImage	true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-04-19T13:22:02.528Z	2023-04-18T14:51:01.646Z	true										EN	
3079915796																										73054521										CC_BY_NC_4_0			2021-04-10T19:38:08Z			https://www.inaturalist.org/observations/73054521					Joe Tomoleoni												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 31451m at the request of the observer			https://www.inaturalist.org/observations/73054521	73054521		Joe Tomoleoni													PRESENT																			2005-06-05T15:03:00	15:03:00-07:00			2005	6	5	2005/06/05 3:03 PM PDT											SOUTH_AMERICA				EC	Galápagos				Santa Cruz, EC-GA, EC								-0.205028	-90.559703	31451.0																															163599695				Joe Tomoleoni		2021-04-05T22:04:43				3815								Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-04-19T13:16:11.017Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-04-19T13:16:11.017Z	2023-04-18T14:51:01.646Z	true										EN	
3070304105																										53478789										CC_BY_NC_4_0			2022-12-22T16:25:15Z			https://www.inaturalist.org/observations/53478789					Andrés León-Reyes												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 31451m to protect threatened taxon			https://www.inaturalist.org/observations/53478789	53478789		Andrés León-Reyes													PRESENT																			2010-02-15T23:51:00	23:51:00-05:00			2010	2	15	2010/02/15 11:51 PM -0500											SOUTH_AMERICA				EC	Galápagos				Santa Cruz, Parque Nacional Galápagos, EC-GA, EC								-0.394098	-90.57003	31451.0																															117915863				Andrés León-Reyes		2020-07-18T15:01:38				3815								Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	EC	2023-04-19T13:14:54.220Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-04-19T13:14:54.220Z	2023-04-18T14:51:01.646Z	false										EN	
3061568240																										71271248										CC_BY_NC_4_0			2021-03-18T16:40:59Z			https://www.inaturalist.org/observations/71271248					Dan Riley												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 31451m to protect threatened taxon			https://www.inaturalist.org/observations/71271248	71271248		Dan Riley													PRESENT																			2002-07-30T20:13:00	20:13:00-04:00			2002	7	30	2002/07/30 8:13 PM EDT											SOUTH_AMERICA				EC	Galápagos				Parque Nacional Galápagos, EC-GA, EC								-0.20785	-90.881044	31451.0																															159556781				Dan Riley		2021-03-15T02:20:42				3815								Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-04-19T13:15:44.327Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-04-19T13:15:44.327Z	2023-04-18T14:51:01.646Z	true										EN	
3044652474																										69767258										CC_BY_4_0			2021-03-03T00:15:58Z			https://www.inaturalist.org/observations/69767258					Mark Rosenstein												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 31451m to protect threatened taxon			https://www.inaturalist.org/observations/69767258	69767258		Mark Rosenstein	https://orcid.org/0000-0003-1225-9362												PRESENT								After snorkeling for a while where penguins were supposed to be feeding and not seeing any, I poked my head up to see they were all standing on the rocks watching us in the water. Fuzzy picture because my lens was wet...											2009-10-20T17:23:00	17:23:00-04:00			2009	10	20	2009/10/20 5:23 PM EDT															EC	Galápagos				Santa Cruz, EC-GA, EC								-0.297685	-90.477995	31451.0																															155469369				Mark Rosenstein	https://orcid.org/0000-0003-1225-9362	2021-02-18T15:13:27				3815								Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-04-19T13:25:16.055Z								COORDINATE_ROUNDED	StillImage	true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-04-19T13:25:16.055Z	2023-04-18T14:51:01.646Z	true										EN	
3018122664																										67407584										CC_BY_4_0			2021-01-06T18:45:27Z			https://www.inaturalist.org/observations/67407584					Lucy Keith-Diagne												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 31449m to protect threatened taxon			https://www.inaturalist.org/observations/67407584	67407584		Lucy Keith-Diagne													PRESENT																			2006-05-25T19:58:00	19:58:00-04:00			2006	5	25	2006/05/25 7:58 PM EDT											SOUTH_AMERICA				EC	Galápagos				Galápagos, EC								-0.852295	-90.929326	31449.0																															148616035				Lucy Keith-Diagne		2021-01-01T17:17:41				3815								Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-04-19T13:12:35.812Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-04-19T13:12:35.812Z	2023-04-18T14:51:01.646Z	true		ECU	Ecuador	ECU.9_1	Galápagos	ECU.9.1_1	Isabela	ECU.9.1.2_1	Tomas De Berlanga (Santo Tomas)	EN	
3017947095																										67651655										CC_BY_NC_4_0			2021-01-06T18:38:15Z			https://www.inaturalist.org/observations/67651655					Andrejs Medenis												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 173111m to protect threatened taxon			https://www.inaturalist.org/observations/67651655	67651655		Andrejs Medenis													PRESENT																			2009-10-02T08:49:00	08:49:00Z			2009	10	2	2009/10/02 8:49 AM UTC											SOUTH_AMERICA				EC	Galápagos												-0.460249	-90.693822	173111.0																															149333349				David Torres		2021-01-06T06:18:12				3815								Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	AU	2023-04-19T13:15:20.436Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-04-19T13:15:20.436Z	2023-04-18T14:51:01.646Z	true										EN	
2999072697																										66121682										CC_BY_NC_4_0			2020-12-26T15:11:30Z			https://www.inaturalist.org/observations/66121682					Philip Brandt George												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 31451m to protect threatened taxon			https://www.inaturalist.org/observations/66121682	66121682		Philip Brandt George													PRESENT																			2005-09-21T10:42:00	10:42:00-04:00			2005	9	21	2005/09/21 10:42 AM EDT															EC	Galápagos				Isabela, Parque Nacional Galápagos, EC-GA, EC								-0.105915	-91.517263	31451.0																															144879743				Philip Brandt George		2020-12-05T04:18:08				3815								Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-04-19T13:24:49.387Z								COORDINATE_ROUNDED	StillImage	true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-04-19T13:24:49.387Z	2023-04-18T14:51:01.646Z	true										EN	
2992697694																										65755756										CC_BY_NC_4_0			2022-07-24T19:42:24Z			https://www.inaturalist.org/observations/65755756					osoandino												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 31451m to protect threatened taxon			https://www.inaturalist.org/observations/65755756	65755756		osoandino													PRESENT																			2008-10-30T11:28:00	11:28:00+01:00			2008	10	30	2008/10/30 11:28 AM CET											SOUTH_AMERICA				EC	Galápagos				Isabela, Parque Nacional Galápagos, EC-GA, EC								-0.269814	-91.401194	31451.0																															143899347				osoandino		2020-11-28T16:20:41				3815								Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	GR	2023-04-19T13:15:44.059Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-04-19T13:15:44.059Z	2023-04-18T14:51:01.646Z	true										EN	
2992680652																										65679666										CC_BY_NC_4_0			2020-12-26T15:12:12Z			https://www.inaturalist.org/observations/65679666					jmclatchie												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 31449m to protect threatened taxon			https://www.inaturalist.org/observations/65679666	65679666		jmclatchie													PRESENT																			2010-03-01T13:25:00	13:25:00Z			2010	3	1	2010/03/01 1:25 PM UTC											SOUTH_AMERICA				EC	Galápagos				Parque Nacional Galápagos, EC-GA, EC								-0.84938	-90.952635	31449.0																															143706796				jmclatchie		2020-11-27T05:42:37				3815								Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-04-19T13:21:05.815Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-04-19T13:21:05.815Z	2023-04-18T14:51:01.646Z	true		ECU	Ecuador	ECU.9_1	Galápagos	ECU.9.1_1	Isabela	ECU.9.1.2_1	Tomas De Berlanga (Santo Tomas)	EN	
2963789630																										63346558										CC0_1_0			2021-08-31T03:18:00Z			https://www.inaturalist.org/observations/63346558					Don Johnston												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 31451m to protect threatened taxon			https://www.inaturalist.org/observations/63346558	63346558		Don Johnston													PRESENT																			2006-06-17T02:49:00	02:49:00-07:00			2006	6	17	2006/06/17 2:49 AM PDT															EC	Galápagos				Santa Cruz, EC-GA, EC								-0.207628	-90.449235	31451.0																															138125811				Don Johnston		2020-10-23T21:39:22				3815								Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-04-19T13:21:07.196Z								COORDINATE_ROUNDED	StillImage	true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-04-19T13:21:07.196Z	2023-04-18T14:51:01.646Z	true										EN	
2868356095																										60209558										CC_BY_NC_4_0			2022-02-13T01:46:24Z			https://www.inaturalist.org/observations/60209558					Guenther Eichhorn												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 31451m to protect threatened taxon			https://www.inaturalist.org/observations/60209558	60209558		Guenther Eichhorn	https://orcid.org/0000-0002-3032-1978					Adult							PRESENT																			2004-02-27T13:49:00	13:49:00-07:00			2004	2	27	2004/02/27 1:49 PM MST											SOUTH_AMERICA				EC	Galápagos				Santa Cruz, Parque Nacional Galápagos, EC-GA, EC								-0.270842	-90.545549	31451.0																															131528711				Guenther Eichhorn	https://orcid.org/0000-0002-3032-1978	2020-09-20T17:08:59				3815								Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-04-19T13:21:21.988Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-04-19T13:21:21.988Z	2023-04-18T14:51:01.646Z	true										EN	
2864871841																										59736039										CC_BY_NC_4_0			2022-01-01T20:32:53Z			https://www.inaturalist.org/observations/59736039					Pete Woodall												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 31451m to protect threatened taxon			https://www.inaturalist.org/observations/59736039	59736039		Pete Woodall													PRESENT								3352/8 time stamp -15 hrs.											2007-08-26T07:15:00	07:15:00+10:00			2007	8	26	2007/08/26 7:15 AM AEST															EC	Galápagos				Santa Cruz, Parque Nacional Galápagos, EC-GA, EC								-0.350672	-90.407844	31451.0																															130569757				Pete Woodall		2020-09-16T00:16:32				3815								Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	AU	2023-04-19T13:15:18.467Z								COORDINATE_ROUNDED	StillImage	true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-04-19T13:15:18.467Z	2023-04-18T14:51:01.646Z	true										EN	
2864699025																										59841781										CC_BY_NC_4_0			2022-01-01T20:32:53Z			https://www.inaturalist.org/observations/59841781					Pete Woodall												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 31451m to protect threatened taxon			https://www.inaturalist.org/observations/59841781	59841781		Pete Woodall													PRESENT								3550 time stamp -15 hrs.											2007-08-27T01:41:00	01:41:00+10:00			2007	8	27	2007/08/27 1:41 AM AEST											SOUTH_AMERICA				EC													-0.413671	-91.064059	31451.0																															130797199				Pete Woodall		2020-09-17T02:01:07				3815								Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	AU	2023-04-19T13:14:56.932Z								COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-04-19T13:14:56.932Z	2023-04-18T14:51:01.646Z	true		ECU	Ecuador	ECU.9_1	Galápagos	ECU.9.1_1	Isabela	ECU.9.1.2_1	Tomas De Berlanga (Santo Tomas)	EN	
2864588820																										59272459										CC_BY_NC_4_0			2021-08-11T22:58:49Z			https://www.inaturalist.org/observations/59272459					Randy												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 39607m to protect threatened taxon			https://www.inaturalist.org/observations/59272459	59272459		Randy													PRESENT																			2001-10-24T16:37:00	16:37:00-07:00			2001	10	24	2001/10/24 4:37 PM PDT											SOUTH_AMERICA				EC	Galápagos				Parque Nacional Galápagos, EC-GA, EC								-0.908088	-91.218459	39607.0																															129655627				Randy		2020-09-12T00:21:23				3815								Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-04-19T13:21:44.181Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-04-19T13:21:44.181Z	2023-04-18T14:51:01.646Z	true		ECU	Ecuador	ECU.9_1	Galápagos	ECU.9.1_1	Isabela	ECU.9.1.2_1	Tomas De Berlanga (Santo Tomas)	EN	
2862309137																										58910857										CC_BY_NC_4_0			2022-01-01T20:32:53Z			https://www.inaturalist.org/observations/58910857					Pete Woodall												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 31451m to protect threatened taxon			https://www.inaturalist.org/observations/58910857	58910857		Pete Woodall													PRESENT								8290117 time stamp -15 hrs, snorkeling.											2007-08-29T07:28:00	07:28:00+10:00			2007	8	29	2007/08/29 7:28 AM AEST															EC	Galápagos				Santa Cruz, Parque Nacional Galápagos, EC-GA, EC								-0.331805	-90.422835	31451.0																															128871136				Pete Woodall		2020-09-08T01:42:40				3815								Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	AU	2023-04-19T13:15:18.449Z								COORDINATE_ROUNDED	StillImage	true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-04-19T13:15:18.449Z	2023-04-18T14:51:01.646Z	true										EN	
2860095914																										58044336										CC_BY_NC_4_0			2020-12-25T20:19:32Z			https://www.inaturalist.org/observations/58044336					Herb Wilson												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 31447m to protect threatened taxon			https://www.inaturalist.org/observations/58044336	58044336		Herb Wilson													PRESENT								GalÃ¡pagos Penguin											2010-03-26T17:07:00	17:07:00-04:00			2010	3	26	2010/03/26 5:07 PM EDT											SOUTH_AMERICA				EC	Galápagos				Ecuador								-1.283477	-90.53087	31447.0																															127107969				Herb Wilson		2020-08-30T16:44:27				3815								Spheniscus mendiculus Sundevall, 1871								Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae		Spheniscus	Spheniscus			mendiculus			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-04-19T13:24:32.526Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	5229383	5229383	1	44	212	7190978	5284	2481654		5229383	Spheniscus mendiculus	Spheniscus mendiculus Sundevall, 1871	Spheniscus mendiculus		DWC_ARCHIVE	2023-04-19T13:24:32.526Z	2023-04-18T14:51:01.646Z	true										EN	
